type,modelLevel,goal,rationality,response,modelProb
branching,explicit,G1,1.2,Q3,0.22
branching,explicit,G1,1.2,Q2,0.24
branching,explicit,G1,1.2,Q4,0.21
branching,literal,G2,1.2,Q1,0.25
branching,literal,G2,1.2,Q3,0.25
branching,literal,G2,1.2,Q2,0.25
branching,literal,G2,1.2,Q4,0.25
branching,pragmatic,G2,1.2,Q1,0.23
branching,pragmatic,G2,1.2,Q3,0.25
branching,pragmatic,G2,1.2,Q2,0.27
branching,pragmatic,G2,1.2,Q4,0.25
branching,explicit,G2,1.2,Q1,0.22
branching,explicit,G2,1.2,Q3,0.26
branching,explicit,G2,1.2,Q2,0.28
branching,explicit,G2,1.2,Q4,0.25
branching,literal,G3,1.2,Q1,0.25
branching,literal,G3,1.2,Q3,0.25
branching,literal,G3,1.2,Q2,0.25
branching,literal,G3,1.2,Q4,0.25
branching,pragmatic,G3,1.2,Q1,0.24
branching,pragmatic,G3,1.2,Q3,0.27
branching,pragmatic,G3,1.2,Q2,0.24
branching,pragmatic,G3,1.2,Q4,0.26
branching,explicit,G3,1.2,Q1,0.23
branching,explicit,G3,1.2,Q3,0.27
branching,explicit,G3,1.2,Q2,0.23
branching,explicit,G3,1.2,Q4,0.26
branching,literal,G4,1.2,Q1,0.25
branching,literal,G4,1.2,Q3,0.25
branching,literal,G4,1.2,Q2,0.25
branching,literal,G4,1.2,Q4,0.25
branching,pragmatic,G4,1.2,Q1,0.24
branching,pragmatic,G4,1.2,Q3,0.25
branching,pragmatic,G4,1.2,Q2,0.25
branching,pragmatic,G4,1.2,Q4,0.27
branching,explicit,G4,1.2,Q1,0.24
branching,explicit,G4,1.2,Q3,0.24
branching,explicit,G4,1.2,Q2,0.24
branching,explicit,G4,1.2,Q4,0.28
branching,literal,G1,1.3,Q1,0.25
branching,literal,G1,1.3,Q3,0.25
branching,literal,G1,1.3,Q2,0.25
branching,literal,G1,1.3,Q4,0.25
branching,pragmatic,G1,1.3,Q1,0.31
branching,pragmatic,G1,1.3,Q3,0.23
branching,pragmatic,G1,1.3,Q2,0.24
branching,pragmatic,G1,1.3,Q4,0.22
branching,explicit,G1,1.3,Q1,0.33
branching,explicit,G1,1.3,Q3,0.22
branching,explicit,G1,1.3,Q2,0.24
branching,explicit,G1,1.3,Q4,0.21
branching,literal,G2,1.3,Q1,0.25
branching,literal,G2,1.3,Q3,0.25
branching,literal,G2,1.3,Q2,0.25
branching,literal,G2,1.3,Q4,0.25
branching,pragmatic,G2,1.3,Q1,0.23
branching,pragmatic,G2,1.3,Q3,0.25
branching,pragmatic,G2,1.3,Q2,0.28
branching,pragmatic,G2,1.3,Q4,0.24
branching,explicit,G2,1.3,Q1,0.21
branching,explicit,G2,1.3,Q3,0.26
branching,explicit,G2,1.3,Q2,0.29
branching,explicit,G2,1.3,Q4,0.25
branching,literal,G3,1.3,Q1,0.25
branching,literal,G3,1.3,Q3,0.25
branching,literal,G3,1.3,Q2,0.25
branching,literal,G3,1.3,Q4,0.25
branching,pragmatic,G3,1.3,Q1,0.23
branching,pragmatic,G3,1.3,Q3,0.27
branching,pragmatic,G3,1.3,Q2,0.24
branching,pragmatic,G3,1.3,Q4,0.26
branching,explicit,G3,1.3,Q1,0.23
branching,explicit,G3,1.3,Q3,0.28
branching,explicit,G3,1.3,Q2,0.23
branching,explicit,G3,1.3,Q4,0.27
branching,literal,G4,1.3,Q1,0.25
branching,literal,G4,1.3,Q3,0.25
branching,literal,G4,1.3,Q2,0.25
branching,literal,G4,1.3,Q4,0.25
branching,pragmatic,G4,1.3,Q1,0.24
branching,pragmatic,G4,1.3,Q3,0.25
branching,pragmatic,G4,1.3,Q2,0.25
branching,pragmatic,G4,1.3,Q4,0.27
branching,explicit,G4,1.3,Q1,0.24
branching,explicit,G4,1.3,Q3,0.24
branching,explicit,G4,1.3,Q2,0.24
branching,explicit,G4,1.3,Q4,0.28
branching,literal,G1,1.4,Q1,0.25
branching,literal,G1,1.4,Q3,0.25
branching,literal,G1,1.4,Q2,0.25
branching,literal,G1,1.4,Q4,0.25
branching,pragmatic,G1,1.4,Q1,0.33
branching,pragmatic,G1,1.4,Q3,0.22
branching,pragmatic,G1,1.4,Q2,0.23
branching,pragmatic,G1,1.4,Q4,0.22
branching,explicit,G1,1.4,Q1,0.35
branching,explicit,G1,1.4,Q3,0.21
branching,explicit,G1,1.4,Q2,0.24
branching,explicit,G1,1.4,Q4,0.20
branching,literal,G2,1.4,Q1,0.25
branching,literal,G2,1.4,Q3,0.25
branching,literal,G2,1.4,Q2,0.25
branching,literal,G2,1.4,Q4,0.25
branching,pragmatic,G2,1.4,Q1,0.22
branching,pragmatic,G2,1.4,Q3,0.25
branching,pragmatic,G2,1.4,Q2,0.29
branching,pragmatic,G2,1.4,Q4,0.24
branching,explicit,G2,1.4,Q1,0.20
branching,explicit,G2,1.4,Q3,0.26
branching,explicit,G2,1.4,Q2,0.29
branching,explicit,G2,1.4,Q4,0.25
branching,literal,G3,1.4,Q1,0.25
branching,literal,G3,1.4,Q3,0.25
branching,literal,G3,1.4,Q2,0.25
branching,literal,G3,1.4,Q4,0.25
branching,pragmatic,G3,1.4,Q1,0.23
branching,pragmatic,G3,1.4,Q3,0.28
branching,pragmatic,G3,1.4,Q2,0.23
branching,pragmatic,G3,1.4,Q4,0.26
branching,explicit,G3,1.4,Q1,0.22
branching,explicit,G3,1.4,Q3,0.28
branching,explicit,G3,1.4,Q2,0.23
branching,explicit,G3,1.4,Q4,0.27
branching,literal,G4,1.4,Q1,0.25
branching,literal,G4,1.4,Q3,0.25
branching,literal,G4,1.4,Q2,0.25
branching,literal,G4,1.4,Q4,0.25
branching,pragmatic,G4,1.4,Q1,0.23
branching,pragmatic,G4,1.4,Q3,0.24
branching,pragmatic,G4,1.4,Q2,0.24
branching,pragmatic,G4,1.4,Q4,0.28
branching,explicit,G4,1.4,Q1,0.24
branching,explicit,G4,1.4,Q3,0.24
branching,explicit,G4,1.4,Q2,0.24
branching,explicit,G4,1.4,Q4,0.28
branching,literal,G1,1.5,Q1,0.25
branching,literal,G1,1.5,Q3,0.25
branching,literal,G1,1.5,Q2,0.25
branching,literal,G1,1.5,Q4,0.25
branching,pragmatic,G1,1.5,Q1,0.35
branching,pragmatic,G1,1.5,Q3,0.21
branching,pragmatic,G1,1.5,Q2,0.23
branching,pragmatic,G1,1.5,Q4,0.21
branching,explicit,G1,1.5,Q1,0.36
branching,explicit,G1,1.5,Q3,0.21
branching,explicit,G1,1.5,Q2,0.24
branching,explicit,G1,1.5,Q4,0.19
branching,literal,G2,1.5,Q1,0.25
branching,literal,G2,1.5,Q3,0.25
branching,literal,G2,1.5,Q2,0.25
branching,literal,G2,1.5,Q4,0.25
branching,pragmatic,G2,1.5,Q1,0.21
branching,pragmatic,G2,1.5,Q3,0.25
branching,pragmatic,G2,1.5,Q2,0.30
branching,pragmatic,G2,1.5,Q4,0.24
branching,explicit,G2,1.5,Q1,0.20
branching,explicit,G2,1.5,Q3,0.26
branching,explicit,G2,1.5,Q2,0.30
branching,explicit,G2,1.5,Q4,0.24
branching,literal,G3,1.5,Q1,0.25
branching,literal,G3,1.5,Q3,0.25
branching,literal,G3,1.5,Q2,0.25
branching,literal,G3,1.5,Q4,0.25
branching,pragmatic,G3,1.5,Q1,0.22
branching,pragmatic,G3,1.5,Q3,0.29
branching,pragmatic,G3,1.5,Q2,0.23
branching,pragmatic,G3,1.5,Q4,0.26
branching,explicit,G3,1.5,Q1,0.22
branching,explicit,G3,1.5,Q3,0.29
branching,explicit,G3,1.5,Q2,0.22
branching,explicit,G3,1.5,Q4,0.27
branching,literal,G4,1.5,Q1,0.25
branching,literal,G4,1.5,Q3,0.25
branching,literal,G4,1.5,Q2,0.25
branching,literal,G4,1.5,Q4,0.25
branching,pragmatic,G4,1.5,Q1,0.23
branching,pragmatic,G4,1.5,Q3,0.24
branching,pragmatic,G4,1.5,Q2,0.24
branching,pragmatic,G4,1.5,Q4,0.29
branching,explicit,G4,1.5,Q1,0.23
branching,explicit,G4,1.5,Q3,0.24
branching,explicit,G4,1.5,Q2,0.24
branching,explicit,G4,1.5,Q4,0.29
branching,literal,G1,1.6,Q1,0.25
branching,literal,G1,1.6,Q3,0.25
branching,literal,G1,1.6,Q2,0.25
branching,literal,G1,1.6,Q4,0.25
branching,pragmatic,G1,1.6,Q1,0.38
branching,pragmatic,G1,1.6,Q3,0.20
branching,pragmatic,G1,1.6,Q2,0.22
branching,pragmatic,G1,1.6,Q4,0.20
branching,explicit,G1,1.6,Q1,0.38
branching,explicit,G1,1.6,Q3,0.20
branching,explicit,G1,1.6,Q2,0.23
branching,explicit,G1,1.6,Q4,0.19
branching,literal,G2,1.6,Q1,0.25
branching,literal,G2,1.6,Q3,0.25
branching,literal,G2,1.6,Q2,0.25
branching,literal,G2,1.6,Q4,0.25
branching,pragmatic,G2,1.6,Q1,0.20
branching,pragmatic,G2,1.6,Q3,0.25
branching,pragmatic,G2,1.6,Q2,0.31
branching,pragmatic,G2,1.6,Q4,0.23
branching,explicit,G2,1.6,Q1,0.19
branching,explicit,G2,1.6,Q3,0.26
branching,explicit,G2,1.6,Q2,0.30
branching,explicit,G2,1.6,Q4,0.24
branching,literal,G3,1.6,Q1,0.25
branching,literal,G3,1.6,Q3,0.25
branching,literal,G3,1.6,Q2,0.25
branching,literal,G3,1.6,Q4,0.25
branching,pragmatic,G3,1.6,Q1,0.21
branching,pragmatic,G3,1.6,Q3,0.30
branching,pragmatic,G3,1.6,Q2,0.22
branching,pragmatic,G3,1.6,Q4,0.27
branching,explicit,G3,1.6,Q1,0.21
branching,explicit,G3,1.6,Q3,0.29
branching,explicit,G3,1.6,Q2,0.22
branching,explicit,G3,1.6,Q4,0.27
branching,literal,G4,1.6,Q1,0.25
branching,literal,G4,1.6,Q3,0.25
branching,literal,G4,1.6,Q2,0.25
branching,literal,G4,1.6,Q4,0.25
branching,pragmatic,G4,1.6,Q1,0.22
branching,pragmatic,G4,1.6,Q3,0.24
branching,pragmatic,G4,1.6,Q2,0.24
branching,pragmatic,G4,1.6,Q4,0.30
branching,explicit,G4,1.6,Q1,0.23
branching,explicit,G4,1.6,Q3,0.24
branching,explicit,G4,1.6,Q2,0.24
branching,explicit,G4,1.6,Q4,0.29
branching,literal,G1,1.7,Q1,0.25
branching,literal,G1,1.7,Q3,0.25
branching,literal,G1,1.7,Q2,0.25
branching,literal,G1,1.7,Q4,0.25
branching,pragmatic,G1,1.7,Q1,0.42
branching,pragmatic,G1,1.7,Q3,0.19
branching,pragmatic,G1,1.7,Q2,0.21
branching,pragmatic,G1,1.7,Q4,0.18
branching,explicit,G1,1.7,Q1,0.40
branching,explicit,G1,1.7,Q3,0.19
branching,explicit,G1,1.7,Q2,0.23
branching,explicit,G1,1.7,Q4,0.18
branching,literal,G2,1.7,Q1,0.25
branching,literal,G2,1.7,Q3,0.25
branching,literal,G2,1.7,Q2,0.25
branching,literal,G2,1.7,Q4,0.25
branching,pragmatic,G2,1.7,Q1,0.19
branching,pragmatic,G2,1.7,Q3,0.25
branching,pragmatic,G2,1.7,Q2,0.33
branching,pragmatic,G2,1.7,Q4,0.23
branching,explicit,G2,1.7,Q1,0.19
branching,explicit,G2,1.7,Q3,0.26
branching,explicit,G2,1.7,Q2,0.31
branching,explicit,G2,1.7,Q4,0.24
branching,literal,G3,1.7,Q1,0.25
branching,literal,G3,1.7,Q3,0.25
branching,literal,G3,1.7,Q2,0.25
branching,literal,G3,1.7,Q4,0.25
branching,pragmatic,G3,1.7,Q1,0.20
branching,pragmatic,G3,1.7,Q3,0.31
branching,pragmatic,G3,1.7,Q2,0.22
branching,pragmatic,G3,1.7,Q4,0.27
branching,explicit,G3,1.7,Q1,0.21
branching,explicit,G3,1.7,Q3,0.30
branching,explicit,G3,1.7,Q2,0.22
branching,explicit,G3,1.7,Q4,0.28
branching,literal,G4,1.7,Q1,0.25
branching,literal,G4,1.7,Q3,0.25
branching,literal,G4,1.7,Q2,0.25
branching,literal,G4,1.7,Q4,0.25
branching,pragmatic,G4,1.7,Q1,0.21
branching,pragmatic,G4,1.7,Q3,0.24
branching,pragmatic,G4,1.7,Q2,0.24
branching,pragmatic,G4,1.7,Q4,0.31
branching,explicit,G4,1.7,Q1,0.23
branching,explicit,G4,1.7,Q3,0.24
branching,explicit,G4,1.7,Q2,0.23
branching,explicit,G4,1.7,Q4,0.30
branching,literal,G1,1.8,Q1,0.25
branching,literal,G1,1.8,Q3,0.25
branching,literal,G1,1.8,Q2,0.25
branching,literal,G1,1.8,Q4,0.25
branching,pragmatic,G1,1.8,Q1,0.46
branching,pragmatic,G1,1.8,Q3,0.18
branching,pragmatic,G1,1.8,Q2,0.19
branching,pragmatic,G1,1.8,Q4,0.17
branching,explicit,G1,1.8,Q1,0.42
branching,explicit,G1,1.8,Q3,0.19
branching,explicit,G1,1.8,Q2,0.22
branching,explicit,G1,1.8,Q4,0.17
branching,literal,G2,1.8,Q1,0.25
branching,literal,G2,1.8,Q3,0.25
branching,literal,G2,1.8,Q2,0.25
branching,literal,G2,1.8,Q4,0.25
branching,pragmatic,G2,1.8,Q1,0.18
branching,pragmatic,G2,1.8,Q3,0.25
branching,pragmatic,G2,1.8,Q2,0.35
branching,pragmatic,G2,1.8,Q4,0.22
branching,explicit,G2,1.8,Q1,0.18
branching,explicit,G2,1.8,Q3,0.26
branching,explicit,G2,1.8,Q2,0.32
branching,explicit,G2,1.8,Q4,0.24
branching,literal,G3,1.8,Q1,0.25
branching,literal,G3,1.8,Q3,0.25
branching,literal,G3,1.8,Q2,0.25
branching,literal,G3,1.8,Q4,0.25
branching,pragmatic,G3,1.8,Q1,0.19
branching,pragmatic,G3,1.8,Q3,0.33
branching,pragmatic,G3,1.8,Q2,0.21
branching,pragmatic,G3,1.8,Q4,0.27
branching,explicit,G3,1.8,Q1,0.21
branching,explicit,G3,1.8,Q3,0.30
branching,explicit,G3,1.8,Q2,0.21
branching,explicit,G3,1.8,Q4,0.28
branching,literal,G4,1.8,Q1,0.25
branching,literal,G4,1.8,Q3,0.25
branching,literal,G4,1.8,Q2,0.25
branching,literal,G4,1.8,Q4,0.25
branching,pragmatic,G4,1.8,Q1,0.21
branching,pragmatic,G4,1.8,Q3,0.23
branching,pragmatic,G4,1.8,Q2,0.23
branching,pragmatic,G4,1.8,Q4,0.33
branching,explicit,G4,1.8,Q1,0.23
branching,explicit,G4,1.8,Q3,0.24
branching,explicit,G4,1.8,Q2,0.23
branching,explicit,G4,1.8,Q4,0.31
branching,literal,G1,1.9,Q1,0.25
branching,literal,G1,1.9,Q3,0.25
branching,literal,G1,1.9,Q2,0.25
branching,literal,G1,1.9,Q4,0.25
branching,pragmatic,G1,1.9,Q1,0.49
branching,pragmatic,G1,1.9,Q3,0.16
branching,pragmatic,G1,1.9,Q2,0.18
branching,pragmatic,G1,1.9,Q4,0.16
branching,explicit,G1,1.9,Q1,0.44
branching,explicit,G1,1.9,Q3,0.18
branching,explicit,G1,1.9,Q2,0.22
branching,explicit,G1,1.9,Q4,0.16
branching,literal,G2,1.9,Q1,0.25
branching,literal,G2,1.9,Q3,0.25
branching,literal,G2,1.9,Q2,0.25
branching,literal,G2,1.9,Q4,0.25
branching,pragmatic,G2,1.9,Q1,0.17
branching,pragmatic,G2,1.9,Q3,0.24
branching,pragmatic,G2,1.9,Q2,0.38
branching,pragmatic,G2,1.9,Q4,0.21
branching,explicit,G2,1.9,Q1,0.17
branching,explicit,G2,1.9,Q3,0.26
branching,explicit,G2,1.9,Q2,0.32
branching,explicit,G2,1.9,Q4,0.24
branching,literal,G3,1.9,Q1,0.25
branching,literal,G3,1.9,Q3,0.25
branching,literal,G3,1.9,Q2,0.25
branching,literal,G3,1.9,Q4,0.25
branching,pragmatic,G3,1.9,Q1,0.18
branching,pragmatic,G3,1.9,Q3,0.35
branching,pragmatic,G3,1.9,Q2,0.20
branching,pragmatic,G3,1.9,Q4,0.27
branching,explicit,G3,1.9,Q1,0.20
branching,explicit,G3,1.9,Q3,0.31
branching,explicit,G3,1.9,Q2,0.21
branching,explicit,G3,1.9,Q4,0.28
branching,literal,G4,1.9,Q1,0.25
branching,literal,G4,1.9,Q3,0.25
branching,literal,G4,1.9,Q2,0.25
branching,literal,G4,1.9,Q4,0.25
branching,pragmatic,G4,1.9,Q1,0.20
branching,pragmatic,G4,1.9,Q3,0.23
branching,pragmatic,G4,1.9,Q2,0.23
branching,pragmatic,G4,1.9,Q4,0.35
branching,explicit,G4,1.9,Q1,0.22
branching,explicit,G4,1.9,Q3,0.23
branching,explicit,G4,1.9,Q2,0.23
branching,explicit,G4,1.9,Q4,0.31
branching,literal,G1,2.0,Q1,0.25
branching,literal,G1,2.0,Q3,0.25
branching,literal,G1,2.0,Q2,0.25
branching,literal,G1,2.0,Q4,0.25
branching,pragmatic,G1,2.0,Q1,0.53
branching,pragmatic,G1,2.0,Q3,0.15
branching,pragmatic,G1,2.0,Q2,0.17
branching,pragmatic,G1,2.0,Q4,0.15
branching,explicit,G1,2.0,Q1,0.46
branching,explicit,G1,2.0,Q3,0.17
branching,explicit,G1,2.0,Q2,0.21
branching,explicit,G1,2.0,Q4,0.15
branching,literal,G2,2.0,Q1,0.25
branching,literal,G2,2.0,Q3,0.25
branching,literal,G2,2.0,Q2,0.25
branching,literal,G2,2.0,Q4,0.25
branching,pragmatic,G2,2.0,Q1,0.16
branching,pragmatic,G2,2.0,Q3,0.23
branching,pragmatic,G2,2.0,Q2,0.41
branching,pragmatic,G2,2.0,Q4,0.20
branching,explicit,G2,2.0,Q1,0.17
branching,explicit,G2,2.0,Q3,0.26
branching,explicit,G2,2.0,Q2,0.33
branching,explicit,G2,2.0,Q4,0.24
branching,literal,G3,2.0,Q1,0.25
branching,literal,G3,2.0,Q3,0.25
branching,literal,G3,2.0,Q2,0.25
branching,literal,G3,2.0,Q4,0.25
branching,pragmatic,G3,2.0,Q1,0.18
branching,pragmatic,G3,2.0,Q3,0.37
branching,pragmatic,G3,2.0,Q2,0.19
branching,pragmatic,G3,2.0,Q4,0.27
branching,explicit,G3,2.0,Q1,0.20
branching,explicit,G3,2.0,Q3,0.32
branching,explicit,G3,2.0,Q2,0.20
branching,explicit,G3,2.0,Q4,0.28
branching,literal,G4,2.0,Q1,0.25
branching,literal,G4,2.0,Q3,0.25
branching,literal,G4,2.0,Q2,0.25
branching,literal,G4,2.0,Q4,0.25
branching,pragmatic,G4,2.0,Q1,0.19
branching,pragmatic,G4,2.0,Q3,0.22
branching,pragmatic,G4,2.0,Q2,0.22
branching,pragmatic,G4,2.0,Q4,0.37
branching,explicit,G4,2.0,Q1,0.22
branching,explicit,G4,2.0,Q3,0.23
branching,explicit,G4,2.0,Q2,0.23
branching,explicit,G4,2.0,Q4,0.32
branching,literal,G1,2.1,Q1,0.25
branching,literal,G1,2.1,Q3,0.25
branching,literal,G1,2.1,Q2,0.25
branching,literal,G1,2.1,Q4,0.25
branching,pragmatic,G1,2.1,Q1,0.57
branching,pragmatic,G1,2.1,Q3,0.14
branching,pragmatic,G1,2.1,Q2,0.15
branching,pragmatic,G1,2.1,Q4,0.13
branching,explicit,G1,2.1,Q1,0.48
branching,explicit,G1,2.1,Q3,0.16
branching,explicit,G1,2.1,Q2,0.21
branching,explicit,G1,2.1,Q4,0.15
branching,literal,G2,2.1,Q1,0.25
branching,literal,G2,2.1,Q3,0.25
branching,literal,G2,2.1,Q2,0.25
branching,literal,G2,2.1,Q4,0.25
branching,pragmatic,G2,2.1,Q1,0.15
branching,pragmatic,G2,2.1,Q3,0.22
branching,pragmatic,G2,2.1,Q2,0.44
branching,pragmatic,G2,2.1,Q4,0.19
branching,explicit,G2,2.1,Q1,0.16
branching,explicit,G2,2.1,Q3,0.27
branching,explicit,G2,2.1,Q2,0.34
branching,explicit,G2,2.1,Q4,0.24
branching,literal,G3,2.1,Q1,0.25
branching,literal,G3,2.1,Q3,0.25
branching,literal,G3,2.1,Q2,0.25
branching,literal,G3,2.1,Q4,0.25
branching,pragmatic,G3,2.1,Q1,0.17
branching,pragmatic,G3,2.1,Q3,0.39
branching,pragmatic,G3,2.1,Q2,0.18
branching,pragmatic,G3,2.1,Q4,0.26
branching,explicit,G3,2.1,Q1,0.19
branching,explicit,G3,2.1,Q3,0.32
branching,explicit,G3,2.1,Q2,0.20
branching,explicit,G3,2.1,Q4,0.29
branching,literal,G4,2.1,Q1,0.25
branching,literal,G4,2.1,Q3,0.25
branching,literal,G4,2.1,Q2,0.25
branching,literal,G4,2.1,Q4,0.25
branching,pragmatic,G4,2.1,Q1,0.18
branching,pragmatic,G4,2.1,Q3,0.22
branching,pragmatic,G4,2.1,Q2,0.21
branching,pragmatic,G4,2.1,Q4,0.39
branching,explicit,G4,2.1,Q1,0.22
branching,explicit,G4,2.1,Q3,0.23
branching,explicit,G4,2.1,Q2,0.23
branching,explicit,G4,2.1,Q4,0.32
branching,literal,G1,2.2,Q1,0.25
branching,literal,G1,2.2,Q3,0.25
branching,literal,G1,2.2,Q2,0.25
branching,literal,G1,2.2,Q4,0.25
branching,pragmatic,G1,2.2,Q1,0.61
branching,pragmatic,G1,2.2,Q3,0.13
branching,pragmatic,G1,2.2,Q2,0.14
branching,pragmatic,G1,2.2,Q4,0.12
branching,explicit,G1,2.2,Q1,0.51
branching,explicit,G1,2.2,Q3,0.16
branching,explicit,G1,2.2,Q2,0.20
branching,explicit,G1,2.2,Q4,0.14
branching,literal,G2,2.2,Q1,0.25
branching,literal,G2,2.2,Q3,0.25
branching,literal,G2,2.2,Q2,0.25
branching,literal,G2,2.2,Q4,0.25
branching,pragmatic,G2,2.2,Q1,0.14
branching,pragmatic,G2,2.2,Q3,0.21
branching,pragmatic,G2,2.2,Q2,0.48
branching,pragmatic,G2,2.2,Q4,0.17
branching,explicit,G2,2.2,Q1,0.15
branching,explicit,G2,2.2,Q3,0.27
branching,explicit,G2,2.2,Q2,0.35
branching,explicit,G2,2.2,Q4,0.24
branching,literal,G3,2.2,Q1,0.25
branching,literal,G3,2.2,Q3,0.25
branching,literal,G3,2.2,Q2,0.25
branching,literal,G3,2.2,Q4,0.25
branching,pragmatic,G3,2.2,Q1,0.16
branching,pragmatic,G3,2.2,Q3,0.41
branching,pragmatic,G3,2.2,Q2,0.17
branching,pragmatic,G3,2.2,Q4,0.26
branching,explicit,G3,2.2,Q1,0.19
branching,explicit,G3,2.2,Q3,0.33
branching,explicit,G3,2.2,Q2,0.20
branching,explicit,G3,2.2,Q4,0.29
branching,literal,G4,2.2,Q1,0.25
branching,literal,G4,2.2,Q3,0.25
branching,literal,G4,2.2,Q2,0.25
branching,literal,G4,2.2,Q4,0.25
branching,pragmatic,G4,2.2,Q1,0.17
branching,pragmatic,G4,2.2,Q3,0.21
branching,pragmatic,G4,2.2,Q2,0.20
branching,pragmatic,G4,2.2,Q4,0.42
branching,explicit,G4,2.2,Q1,0.21
branching,explicit,G4,2.2,Q3,0.23
branching,explicit,G4,2.2,Q2,0.22
branching,explicit,G4,2.2,Q4,0.33
